14/07/01-10:07:32 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.385/224.484/224.648/0.529 ms
14/07/01-10:09:22 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.338/224.450/224.537/0.431 ms
14/07/01-10:11:01 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 224.364/224.437/224.583/0.524 ms
14/07/01-10:12:41 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.333/224.523/224.704/0.611 ms
14/07/01-10:14:20 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.182/224.426/224.564/0.328 ms
14/07/01-10:16:00 - 5 packets transmitted, 5 received, 0% packet loss, time 4006ms rtt min/avg/max/mdev = 224.387/224.512/224.561/0.428 ms
14/07/01-10:17:39 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.298/224.442/224.587/0.606 ms
14/07/01-10:19:19 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 224.635/224.757/224.865/0.308 ms
14/07/01-10:20:58 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 224.800/224.860/225.026/0.526 ms
14/07/01-10:22:38 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 224.530/224.740/224.881/0.323 ms
14/07/01-10:24:17 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 224.762/224.869/224.991/0.433 ms
14/07/01-10:25:57 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 224.790/224.812/224.842/0.424 ms
14/07/01-10:27:36 - 5 packets transmitted, 5 received, 0% packet loss, time 4002ms rtt min/avg/max/mdev = 224.757/224.824/224.969/0.309 ms
14/07/01-10:29:16 - 5 packets transmitted, 5 received, 0% packet loss, time 4000ms rtt min/avg/max/mdev = 224.523/224.699/224.821/0.317 ms
14/07/01-10:30:55 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.387/224.469/224.597/0.308 ms
14/07/01-10:32:35 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 224.393/224.465/224.644/0.606 ms
14/07/01-10:34:14 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 224.283/224.490/224.647/0.535 ms
14/07/01-10:35:54 - 5 packets transmitted, 5 received, 0% packet loss, time 4001ms rtt min/avg/max/mdev = 224.163/224.477/224.621/0.342 ms
14/07/01-10:37:33 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.622/224.723/224.894/0.314 ms
14/07/01-10:39:13 - 5 packets transmitted, 5 received, 0% packet loss, time 3999ms rtt min/avg/max/mdev = 224.642/224.762/224.845/0.069 ms
14/07/01-10:40:52 - 5 packets transmitted, 5 received, 0% packet loss, time 4005ms rtt min/avg/max/mdev = 224.567/224.703/224.899/0.115 ms
14/07/01-10:42:31 - 5 packets transmitted, 5 received, 0% packet loss, time 4003ms rtt min/avg/max/mdev = 224.351/224.489/224.693/0.322 ms
14/07/01-10:44:11 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 224.403/224.566/224.637/0.606 ms
14/07/01-10:45:50 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 224.349/224.521/224.608/0.097 ms
14/07/01-10:47:30 - 5 packets transmitted, 5 received, 0% packet loss, time 4004ms rtt min/avg/max/mdev = 224.414/224.549/224.752/0.439 ms
